index	id	week	value
115	KPI30	3	403.0
116	KPI31	3	2864.0
117	KPI32	3	0.9583641638185171
118	KPI33	3	1.1196875
119	KPI34	3	0.25
120	KPI35	3	926.0
121	KPI36	3	180.0
122	KPI37	3	1.0
123	KPI38	3	0.131559497
124	KPI39	3	0.9888026932084308
125	KPI40	3	0.9444444444444445
126	KPI41	3	1.0
127	KPI42	3	1.0
128	KPI43	3	0.9995429616087751
129	KPI44	3	1.5154397438383747e-05
130	KPI45	3	0.42819895660193064
131	KPI46	3	116.0
132	KPI47	3	1.0
133	KPI48	3	323.0
134	KPI49	3	2180.0
135	KPI01	4	0.9743589743589743
136	KPI02	4	0.9459459459459459
137	KPI03	4	0.96875
138	KPI04	4	4497.0
139	KPI05	4	50.0
140	KPI06	4	1.2028846153846153
141	KPI08	4	0.0
142	KPI09	4	7310.0
143	KPI10	4	0.8
144	KPI11	4	10.0
145	KPI12	4	0.9930498213070473
146	KPI13	4	0.9949758454106281
147	KPI15	4	0.4375
148	KPI16	4	0.6512280701754386
149	KPI17	4	1867.0
150	KPI18	4	17390.0
151	KPI19	4	0.8652298850574712
152	KPI20	4	1.2475318066157761
153	KPI21	4	0.9102291519017246
154	KPI22	4	0.625
155	KPI25	4	7746.0
156	KPI26	4	39.0
157	KPI27	4	1.0
158	KPI28	4	0.9820175022904623
159	KPI29	4	218.0
160	KPI30	4	403.0
161	KPI31	4	2960.0
162	KPI32	4	0.9764249423747632
163	KPI33	4	1.5853125
164	KPI34	4	1.0
165	KPI35	4	946.0
166	KPI36	4	178.0
167	KPI37	4	0.971830985915493
168	KPI38	4	0.12125163
169	KPI39	4	0.9808221360169412
170	KPI40	4	0.9444444444444445
171	KPI41	4	1.0
172	KPI42	4	1.0
173	KPI43	4	0.9532538955087076
174	KPI44	4	1.829156885489126e-05
175	KPI45	4	0.35135602306266545
176	KPI46	4	105.0
177	KPI47	4	1.0
178	KPI48	4	31.0
179	KPI49	4	1132.0
180	KPI01	5	0.9811320754716981
181	KPI02	5	0.9512195121951219
182	KPI03	5	0.9493670886075949
183	KPI04	5	4979.0
184	KPI05	5	9678.0
185	KPI06	5	0.4930880713489409
186	KPI08	5	0.0
187	KPI09	5	8276.0
188	KPI10	5	0.7869268292682927
189	KPI11	5	12.0
190	KPI12	5	0.997110718471858
191	KPI13	5	0.9757292781440949
192	KPI15	5	0.047619047619047616
193	KPI16	5	0.6175384615384616
194	KPI17	5	18084.0
195	KPI18	5	19153.0
196	KPI19	5	0.6515679442508711
197	KPI20	5	1.2115447154471544
198	KPI21	5	0.9007834947675746
199	KPI22	5	1.0
200	KPI25	5	7802.0
201	KPI26	5	375.0
202	KPI27	5	1.0
203	KPI28	5	0.9818699687260133
204	KPI29	5	89.0
205	KPI30	5	317.0
206	KPI31	5	3066.0
207	KPI32	5	0.97236678911169
208	KPI33	5	1.0290625
209	KPI34	5	1.0
210	KPI35	5	497.0
211	KPI36	5	163.0
212	KPI37	5	0.8857142857142857
213	KPI38	5	0.264285714
214	KPI39	5	0.9929761862375086
215	KPI40	5	1.0
216	KPI41	5	1.0
217	KPI42	5	1.0
218	KPI43	5	1.0
219	KPI44	5	1.81148018478409e-05
220	KPI45	5	0.3513766314877216
221	KPI46	5	121.0
222	KPI47	5	1.0
223	KPI48	5	237.0
224	KPI49	5	921.0
225	KPI01	6	1.0
226	KPI02	6	0.967741935483871
227	KPI03	6	0.9607843137254902
228	KPI04	6	5376.0
229	KPI05	6	355.0
230	KPI06	6	0.7926356589147286
231	KPI08	6	0.0
232	KPI09	6	5990.0
233	KPI10	6	0.8120279720279721
234	KPI11	6	16.0
235	KPI12	6	0.9886946386946387
236	KPI13	6	1.0
237	KPI15	6	0.0
238	KPI16	6	0.5355844155844156
239	KPI17	6	3645.0
240	KPI18	6	18962.0
241	KPI19	6	0.8811653116531165
242	KPI20	6	1.3501157024793389
243	KPI21	6	0.7078326424661459
244	KPI22	6	0.8333333333333334
245	KPI25	6	5220.0
246	KPI26	6	3276.0
247	KPI27	6	1.0
248	KPI28	6	0.9779510306537046
249	KPI29	6	2.0
250	KPI30	6	317.0
251	KPI31	6	3677.0
252	KPI32	6	0.9677309223859937
253	KPI33	6	0.6465625
254	KPI34	6	0.5
255	KPI35	6	432.0
256	KPI36	6	160.0
257	KPI37	6	0.8805970149253731
258	KPI38	6	0.232980333
259	KPI39	6	0.9959613259371692
260	KPI40	6	1.0
261	KPI41	6	1.0
262	KPI42	6	1.0
263	KPI43	6	1.0
264	KPI44	6	30.0
265	KPI45	6	0.7146057867764279
266	KPI46	6	145.0
267	KPI47	6	1.0
268	KPI48	6	896.0
269	KPI49	6	1670.0
270	KPI01	7	0.9259259259259259
271	KPI02	7	0.96875
272	KPI03	7	0.9482758620689655
273	KPI04	7	7319.0
274	KPI05	7	8661.0
275	KPI06	7	0.72
276	KPI08	7	0.0
277	KPI09	7	5676.0
278	KPI10	7	0.8921167883211679
279	KPI11	7	31.0
280	KPI12	7	0.9951389781263043
281	KPI13	7	1.0
282	KPI15	7	0.2857142857142857
283	KPI16	7	0.58
284	KPI17	7	4108.0
285	KPI18	7	17497.0
286	KPI19	7	0.87
287	KPI20	7	1.04
288	KPI21	7	0.8534865400904545
289	KPI22	7	0.7984251968503937
290	KPI25	7	6529.0
291	KPI26	7	1640.0
292	KPI27	7	1.0
293	KPI28	7	0.9572676767204135
294	KPI29	7	28.0
295	KPI30	7	
296	KPI31	7	3677.0
297	KPI32	7	0.9677309223859937
298	KPI33	7	0.2521875
299	KPI34	7	0.0
300	KPI35	7	307.0
301	KPI36	7	184.0
302	KPI37	7	0.9866666666666667
303	KPI38	7	0.099737533
304	KPI39	7	0.9955555555555556
305	KPI40	7	1.0
306	KPI41	7	1.0
307	KPI42	7	1.0
308	KPI43	7	1.0
309	KPI44	7	32.0
310	KPI45	7	0.9158057146318125
311	KPI46	7	162.0
312	KPI47	7	0.7272727272727273
313	KPI48	7	2927.0
314	KPI49	7	2719.0
315	KPI01	8	0.8787878787878788
316	KPI02	8	0.9333333333333333
317	KPI03	8	0.9649122807017544
318	KPI04	8	8162.0
319	KPI05	8	11638.0
320	KPI06	8	0.46
321	KPI08	8	0.0
322	KPI09	8	5214.0
323	KPI10	8	0.7758666666666667
324	KPI11	8	11.0
325	KPI12	8	0.9959879122985192
326	KPI13	8	0.9697254170868946
327	KPI15	8	0.2
328	KPI16	8	0.65
329	KPI17	8	3692.0
330	KPI18	8	17771.0
331	KPI19	8	0.5
332	KPI20	8	0.92
333	KPI21	8	0.883343913184762
334	KPI22	8	0.8333333333333334
335	KPI25	8	4628.0
336	KPI26	8	186.0
337	KPI27	8	1.0
338	KPI28	8	0.9768179429303991
339	KPI29	8	96.0
340	KPI30	8	289.0
341	KPI31	8	6034.0
342	KPI32	8	0.9323238566131026
343	KPI33	8	0.7265625
344	KPI34	8	0.0
345	KPI35	8	334.0
346	KPI36	8	207.0
347	KPI37	8	0.9655172413793104
348	KPI38	8	0.099502488
349	KPI39	8	0.9788961038961039
350	KPI40	8	1.0
351	KPI41	8	1.0
352	KPI42	8	1.0
353	KPI43	8	0.18867138692211582
354	KPI44	8	41.0
355	KPI45	8	0.9699514880357081
356	KPI46	8	294.0
357	KPI47	8	0.8571428571428571
358	KPI48	8	3976.0
359	KPI49	8	1167.0
360	KPI01	9	0.9574468085106383
361	KPI02	9	0.8787878787878788
362	KPI03	9	0.9649122807017544
363	KPI04	9	12841.0
364	KPI05	9	6140.0
365	KPI06	9	0.47
366	KPI08	9	0.0
367	KPI09	9	8191.0
368	KPI10	9	0.82
369	KPI11	9	8.0
370	KPI12	9	0.9968058828172068
371	KPI13	9	0.5462281727827663
372	KPI15	9	0.34210526315789475
373	KPI16	9	0.47
374	KPI17	9	3701.0
375	KPI18	9	22638.0
376	KPI19	9	0.67
377	KPI20	9	0.86
378	KPI21	9	0.7693478517469311
379	KPI22	9	0.20454545454545456
380	KPI25	9	6993.569971999999
381	KPI26	9	407.0
382	KPI27	9	
384	KPI29	9	110.0
385	KPI30	9	792.0
386	KPI31	9	6034.0
387	KPI32	9	0.954412811927092
388	KPI33	9	0.9009375
389	KPI34	9	1.0
390	KPI35	9	285.0
391	KPI36	9	169.0
392	KPI37	9	1.0
393	KPI38	9	0.176975945
394	KPI39	9	0.9910863057414782
395	KPI40	9	1.0
396	KPI41	9	1.0
397	KPI42	9	1.0
398	KPI43	9	1.0
399	KPI44	9	52.0
400	KPI45	9	0.9557595400374864
401	KPI46	9	193.0
402	KPI47	9	0.7647058823529411
403	KPI48	9	11610.0
404	KPI49	9	1849.0
405	KPI01	10	0.9848484848484849
406	KPI02	10	1.0
407	KPI03	10	0.9333333333333333
408	KPI04	10	25238.0
409	KPI05	10	11446.0
410	KPI06	10	0.71
411	KPI08	10	0.0
412	KPI09	10	9787.0
413	KPI10	10	0.93
414	KPI11	10	17.0
415	KPI12	10	0.9982704183968861
416	KPI13	10	0.3579364549394395
417	KPI15	10	0.0
418	KPI16	10	0.61
419	KPI17	10	3231.0
420	KPI18	10	22054.0
421	KPI19	10	0.82
422	KPI20	10	0.63
423	KPI21	10	0.9298762035376859
424	KPI22	10	0.5104166666666666
425	KPI25	10	7498.0
426	KPI26	10	1625.0
427	KPI27	10	
428	KPI28	10	0.9752269220020171
429	KPI29	10	376.0
430	KPI30	10	214.0
431	KPI31	10	6034.0
432	KPI32	10	0.9624711180270665
433	KPI33	10	0.71625
434	KPI34	10	1.0
435	KPI35	10	182.0
436	KPI36	10	167.0
437	KPI37	10	0.975609756097561
438	KPI38	10	0.081081081
439	KPI39	10	0.9925911355887752
440	KPI40	10	0.9523809523809524
441	KPI41	10	1.0
442	KPI42	10	0.7541205188726825
443	KPI43	10	1.0
444	KPI44	10	53.0
445	KPI45	10	0.9605617269216296
446	KPI46	10	104.0
447	KPI47	10	0.875
448	KPI48	10	15767.0
449	KPI49	10	1887.0
450	KPI01	11	0.9666666666666667
451	KPI02	11	0.9142857142857143
452	KPI03	11	0.9523809523809523
453	KPI04	11	41771.0
454	KPI05	11	5904.0
455	KPI06	11	0.94
456	KPI08	11	0.029411764705882353
457	KPI09	11	10077.0
458	KPI10	11	0.85
459	KPI11	11	15.0
460	KPI12	11	0.9965934742643917
461	KPI13	11	0.10766178310334044
462	KPI15	11	0.43243243243243246
463	KPI16	11	0.85
464	KPI17	11	3108.0
465	KPI18	11	23593.0
466	KPI19	11	0.65
467	KPI20	11	0.86
468	KPI21	11	0.9372417783207208
469	KPI22	11	0.8333333333333334
470	KPI25	11	6553.0
471	KPI26	11	724.0
472	KPI27	11	1.0
473	KPI28	11	0.9903272904246259
474	KPI29	11	350.0
475	KPI30	11	178.0
476	KPI31	11	8249.0
477	KPI32	11	0.954412811927092
478	KPI33	11	1.095625
479	KPI34	11	0.0
480	KPI35	11	200.0
481	KPI36	11	170.0
482	KPI37	11	0.9841269841269841
483	KPI38	11	0.122197309
484	KPI39	11	0.9444444444444445
485	KPI40	11	1.0
486	KPI41	11	0.9375929203539822
487	KPI42	11	
488	KPI43	11	0.9479383590170762
489	KPI44	11	59.0
490	KPI45	11	0.9612040191753144
491	KPI46	11	283.0
492	KPI47	11	0.875
493	KPI48	11	20620.0
494	KPI49	11	1842.0
495	KPI01	12	0.9574468085106383
496	KPI02	12	0.9705882352941176
497	KPI03	12	0.9508196721311475
498	KPI04	12	31597.0
499	KPI05	12	19882.0
500	KPI06	12	0.87
501	KPI08	12	0.0
502	KPI09	12	7734.0
503	KPI10	12	0.91
504	KPI11	12	8.0
505	KPI12	12	0.9589770265780985
506	KPI13	12	0.1796644881104184
507	KPI15	12	0.3103448275862069
508	KPI16	12	0.67
509	KPI17	12	3085.0
510	KPI18	12	23349.0
511	KPI19	12	0.73
512	KPI20	12	0.67
513	KPI21	12	0.9863614223088164
514	KPI22	12	1.0
515	KPI25	12	7354.0
516	KPI26	12	32.0
517	KPI27	12	0.9973376548211599
518	KPI28	12	0.985058246544648
519	KPI29	12	99.0
520	KPI30	12	294.0
521	KPI31	12	6264.0
522	KPI32	12	0.9624711180270665
523	KPI33	12	1.2125
524	KPI34	12	0.0
525	KPI35	12	215.0
526	KPI36	12	166.0
527	KPI37	12	1.0
528	KPI38	12	0.186403509
529	KPI39	12	0.99
530	KPI40	12	0.86
531	KPI41	12	1.0
532	KPI42	12	1.0
533	KPI43	12	1.0
534	KPI44	12	62.0
535	KPI45	12	0.9094845131206407
536	KPI46	12	236.0
537	KPI47	12	0.9375
538	KPI48	12	15001.0
539	KPI49	12	1190.0
540	KPI01	13	1.0
541	KPI02	13	1.0
542	KPI03	13	0.9861111111111112
543	KPI04	13	44080.0
544	KPI05	13	10452.0
545	KPI06	13	1.44
546	KPI08	13	0.0
547	KPI09	13	9095.0
548	KPI10	13	0.79
549	KPI11	13	9.0
550	KPI12	13	0.995101716237604
551	KPI13	13	0.7919881108766467
552	KPI15	13	0.8571428571428571
553	KPI16	13	0.75
554	KPI17	13	2159.0
555	KPI18	13	23470.0
556	KPI19	13	0.95
557	KPI20	13	0.89
558	KPI21	13	0.972156862745098
559	KPI22	13	0.75
560	KPI25	13	7867.0
561	KPI26	13	3021.0
562	KPI27	13	1.0
563	KPI28	13	0.9858301523876446
564	KPI29	13	132.0
565	KPI30	13	305.0
566	KPI31	13	5500.0
567	KPI32	13	0.9624711180270665
568	KPI33	13	0.4115625
569	KPI34	13	0.0
570	KPI35	13	160.0
571	KPI36	13	124.0
572	KPI37	13	0.9864864864864865
573	KPI38	13	0.251928021
574	KPI39	13	0.9944444444444445
575	KPI40	13	1.0
576	KPI41	13	1.0
577	KPI42	13	0.9274887940270272
578	KPI43	13	1.0
579	KPI44	13	69.0
580	KPI45	13	0.9755868321569358
581	KPI46	13	191.0
582	KPI47	13	1.0
583	KPI48	13	17469.0
584	KPI49	13	1142.0
585	KPI01	14	0.9818181818181818
586	KPI02	14	0.9761904761904762
587	KPI03	14	0.9836065573770492
588	KPI04	14	71285.0
589	KPI05	14	12609.0
590	KPI06	14	0.93
591	KPI08	14	0.0
592	KPI09	14	7992.0
593	KPI10	14	0.57
594	KPI11	14	12.0
595	KPI12	14	0.9918349908162281
596	KPI13	14	0.6953677131979674
597	KPI15	14	0.0
598	KPI16	14	1.27
599	KPI17	14	1024.0
600	KPI18	14	23233.0
601	KPI19	14	0.8
602	KPI20	14	0.93
603	KPI21	14	0.9630620245345587
604	KPI22	14	0.5875
605	KPI25	14	6573.0
606	KPI26	14	915.0
607	KPI27	14	1.0
608	KPI28	14	0.9886696871568941
609	KPI29	14	232.0
610	KPI30	14	305.0
611	KPI31	14	5636.0
612	KPI32	14	0.97
613	KPI33	14	0.655
614	KPI34	14	0.0
615	KPI35	14	125.0
616	KPI36	14	128.0
617	KPI37	14	1.0
618	KPI38	14	0.146567718
619	KPI39	14	0.9935064935064934
620	KPI40	14	0.8333333333333333
621	KPI41	14	1.0
622	KPI42	14	0.9417867687361531
623	KPI43	14	1.0
624	KPI44	14	71.0
625	KPI45	14	0.950179153779742
626	KPI46	14	439.0
627	KPI47	14	0.9
628	KPI48	14	39846.0
629	KPI49	14	2259.0
630	KPI01	15	0.9591836734693877
631	KPI02	15	0.9767441860465116
632	KPI03	15	0.9811320754716981
633	KPI04	15	99706.0
634	KPI05	15	27647.0
635	KPI06	15	1.13
636	KPI08	15	0.0
637	KPI09	15	6930.0
638	KPI10	15	0.92
639	KPI11	15	5.0
640	KPI12	15	0.9861448711716091
641	KPI13	15	0.7612162162162163
642	KPI15	15	0.0
643	KPI16	15	0.73
644	KPI17	15	2053.0
645	KPI18	15	18772.0
646	KPI19	15	0.91
647	KPI20	15	1.08
648	KPI21	15	0.9728537449114778
649	KPI22	15	0.95
650	KPI25	15	1846.0
651	KPI26	15	1.0
652	KPI27	15	1.0
653	KPI28	15	0.9873312760747767
654	KPI29	15	171.0
655	KPI30	15	409.0
656	KPI31	15	5636.0
657	KPI32	15	0.9624711180270665
658	KPI33	15	0.5475
659	KPI34	15	1.0
660	KPI35	15	193.0
661	KPI36	15	143.0
662	KPI37	15	0.9863013698630136
663	KPI38	15	0.063209076
664	KPI39	15	0.9833333333333334
665	KPI40	15	0.876360544217687
666	KPI41	15	1.0
667	KPI42	15	0.6084529366798627
668	KPI43	15	1.0
669	KPI44	15	77.0
670	KPI45	15	0.9185328140179408
671	KPI46	15	254.0
672	KPI47	15	0.5882352941176471
673	KPI48	15	17792.0
674	KPI49	15	3926.0
675	KPI01	16	0.9736842105263158
676	KPI02	16	1.0
677	KPI03	16	1.0
678	KPI04	16	109101.0
679	KPI05	16	23156.0
680	KPI06	16	1.07
681	KPI08	16	0.0
682	KPI09	16	6155.0
683	KPI10	16	0.66
684	KPI11	16	6.0
685	KPI12	16	0.9998375304630381
686	KPI13	16	0.9462138446538837
687	KPI15	16	0.8076923076923077
688	KPI16	16	1.34
689	KPI17	16	4644.0
690	KPI18	16	17890.0
691	KPI19	16	0.9
692	KPI20	16	0.99
693	KPI21	16	0.7758341267149844
694	KPI22	16	0.1875
695	KPI25	16	5548.0
696	KPI26	16	283.0
697	KPI27	16	1.0
698	KPI28	16	0.9918731604434348
699	KPI29	16	573.0
700	KPI30	16	505.0
702	KPI32	16	0.95
703	KPI33	16	0.7715625
704	KPI34	16	0.0
705	KPI35	16	238.0
706	KPI36	16	95.0
707	KPI37	16	0.9824561403508771
708	KPI38	16	0.037623762
709	KPI39	16	0.9973333333333333
710	KPI40	16	0.85
711	KPI41	16	1.0
712	KPI42	16	0.7483787049484668
713	KPI43	16	1.0
714	KPI44	16	82.0
715	KPI45	16	0.9596576678488453
716	KPI46	16	203.0
717	KPI47	16	0.9444444444444444
718	KPI48	16	13471.0
719	KPI49	16	2457.0
720	KPI01	17	0.9787234042553191
721	KPI02	17	1.0
722	KPI03	17	0.9622641509433962
723	KPI04	17	135443.0
724	KPI05	17	24509.0
725	KPI06	17	1.1
726	KPI08	17	0.038280725319006045
727	KPI09	17	8742.0
728	KPI10	17	1.24
729	KPI11	17	5.0
730	KPI12	17	0.9964964964964965
731	KPI13	17	0.8009794073329984
732	KPI15	17	0.8285714285714286
733	KPI16	17	1.13
734	KPI17	17	4117.0
735	KPI18	17	17760.0
736	KPI19	17	1.2
737	KPI20	17	0.9
738	KPI21	17	0.9429562294820016
739	KPI22	17	1.0
740	KPI25	17	7727.0
741	KPI26	17	1389.0
742	KPI27	17	1.0
743	KPI28	17	0.9933251114002404
744	KPI29	17	231.0
745	KPI30	17	505.0
747	KPI32	17	0.9807339003922936
748	KPI33	17	1.6503125
749	KPI34	17	0.0
750	KPI35	17	182.0
751	KPI36	17	134.0
752	KPI37	17	0.9629629629629629
753	KPI38	17	0.077030812
754	KPI39	17	0.990751879699248
755	KPI40	17	1.0
756	KPI41	17	1.0
757	KPI42	17	0.719272528594143
758	KPI43	17	1.0
759	KPI44	17	80.0
760	KPI45	17	0.9504814597787723
761	KPI46	17	160.0
762	KPI47	17	0.9
763	KPI48	17	34853.0
764	KPI49	17	2123.0
765	KPI01	18	0.9714285714285714
766	KPI02	18	0.9
767	KPI03	18	0.9318181818181818
768	KPI04	18	75866.0
769	KPI05	18	24729.0
770	KPI06	18	1.08
771	KPI08	18	0.0
772	KPI09	18	5293.0
773	KPI10	18	1.0
774	KPI11	18	4.0
775	KPI12	18	0.9981575310916628
776	KPI13	18	0.9838486386709737
777	KPI15	18	0.0
778	KPI16	18	1.0
779	KPI17	18	0.0
780	KPI18	18	16929.0
781	KPI19	18	1.47
782	KPI20	18	0.82
783	KPI21	18	0.9852051109616677
784	KPI22	18	1.0
785	KPI25	18	4920.0
786	KPI26	18	1745.0
787	KPI27	18	1.0
788	KPI28	18	0.9985274477754744
789	KPI29	18	295.0
790	KPI30	18	591.0
792	KPI32	18	0.9583641638185171
793	KPI33	18	1.9025
794	KPI34	18	0.0
795	KPI35	18	111.0
796	KPI36	18	136.0
797	KPI37	18	0.846153846
798	KPI38	18	0.0
799	KPI39	18	0.9912280701754387
800	KPI40	18	0.9333333333333332
801	KPI41	18	1.0
802	KPI42	18	0.43258080104014934
803	KPI43	18	1.0
804	KPI44	18	81.0
805	KPI45	18	0.9917294115701643
806	KPI46	18	145.0
807	KPI47	18	1.0
808	KPI48	18	13191.0
809	KPI49	18	1846.0
810	KPI01	19	0.9302325581395349
811	KPI02	19	0.9565217391304348
812	KPI03	19	0.9642857142857143
813	KPI04	19	84876.0
814	KPI05	19	25414.0
815	KPI06	19	0.8
816	KPI08	19	0.0
817	KPI09	19	6431.0
818	KPI10	19	1.55
819	KPI11	19	4.0
820	KPI12	19	0.9955822583495317
821	KPI13	19	0.7374866879659212
822	KPI15	19	0.0
823	KPI16	19	0.0
824	KPI17	19	0.0
825	KPI18	19	16354.0
826	KPI19	19	0.89
827	KPI20	19	1.05
828	KPI21	19	0.9891145483911065
829	KPI22	19	1.0
830	KPI25	19	5636.0
831	KPI26	19	4189.0
832	KPI27	19	1.0
833	KPI28	19	0.9769668183917145
834	KPI29	19	319.0
835	KPI30	19	619.0
837	KPI32	19	0.9764249423747632
838	KPI33	19	1.425625
839	KPI34	19	0.0
840	KPI35	19	55.0
841	KPI36	19	131.0
842	KPI37	19	0.941176471
843	KPI38	19	0.132149901
844	KPI39	19	0.9832287933094385
845	KPI40	19	1.0
846	KPI41	19	1.0
847	KPI42	19	0.5793268822680588
848	KPI43	19	1.0
849	KPI44	19	86.0
850	KPI45	19	0.9346396082305325
851	KPI46	19	
852	KPI47	19	0.9090909090909091
853	KPI48	19	9032.0
854	KPI49	19	1385.0
855	KPI01	20	1.0
856	KPI02	20	0.972972972972973
857	KPI03	20	0.9722222222222222
858	KPI04	20	84631.0
859	KPI05	20	17970.0
860	KPI06	20	0.89
861	KPI08	20	0.0
862	KPI09	20	4987.0
863	KPI10	20	1.19
864	KPI11	20	13.0
865	KPI12	20	0.9964379452568429
866	KPI13	20	0.8551269990592663
867	KPI15	20	0.0
868	KPI16	20	0.97
869	KPI17	20	2134.0
870	KPI18	20	18151.0
871	KPI19	20	0.96
872	KPI20	20	0.77
873	KPI21	20	0.7993856578453019
874	KPI22	20	1.0
875	KPI25	20	4642.0
876	KPI26	20	2385.0
877	KPI27	20	1.0
878	KPI28	20	0.9879624393620879
879	KPI29	20	23.0
880	KPI30	20	634.0
881	KPI31	20	4113.0
882	KPI32	20	0.957209633746615
883	KPI33	20	1.595
884	KPI34	20	0.0
885	KPI35	20	31.0
886	KPI36	20	124.0
887	KPI37	20	0.984848485
888	KPI38	20	0.245925926
889	KPI39	20	0.9988425925925926
890	KPI40	20	0.9629629629629629
891	KPI41	20	1.0
892	KPI42	20	1.0
893	KPI43	20	1.0
894	KPI44	20	89.0
895	KPI45	20	0.9464622385603672
896	KPI46	20	159.0
897	KPI47	20	0.9
898	KPI48	20	4042.0
899	KPI49	20	2217.0
900	KPI01	21	0.9473684210526315
901	KPI02	21	0.9354838709677419
902	KPI03	21	0.944444444
903	KPI04	21	90605.0
904	KPI05	21	23.0
905	KPI06	21	0.49
906	KPI08	21	0.0
907	KPI09	21	5885.0
908	KPI10	21	1.41
909	KPI11	21	5.0
910	KPI12	21	0.9969507030323564
911	KPI13	21	0.9114698385726423
912	KPI15	21	0.0
913	KPI16	21	1.2
914	KPI17	21	0.0
915	KPI18	21	16732.0
916	KPI19	21	1.14
917	KPI20	21	1.05
918	KPI21	21	0.8466579733261285
919	KPI22	21	1.0
920	KPI25	21	5854.0
921	KPI26	21	226.0
922	KPI27	21	1.0
923	KPI28	21	0.9880128962594735
924	KPI29	21	161.0
925	KPI30	21	651.0
926	KPI31	21	4837.0
927	KPI32	21	0.937154737154737
928	KPI33	21	2.5553125
929	KPI34	21	0.0
930	KPI35	21	25.0
931	KPI36	21	115.0
932	KPI37	21	0.903225806
933	KPI38	21	0.216346154
934	KPI39	21	1.0
935	KPI40	21	1.0
936	KPI41	21	1.0
937	KPI42	21	1.0
938	KPI43	21	1.0
939	KPI44	21	96.0
940	KPI45	21	0.9752021432394397
941	KPI46	21	151.0
942	KPI47	21	0.9285714285714286
943	KPI48	21	8315.0
944	KPI49	21	2641.0
945	KPI01	22	1.0
946	KPI02	22	0.9354838709677419
947	KPI03	22	0.877192982
948	KPI04	22	86900.0
949	KPI05	22	82.0
950	KPI06	22	0.56
951	KPI08	22	0.0
952	KPI09	22	4402.0
953	KPI10	22	1.21
954	KPI11	22	19.0
955	KPI12	22	0.9946642952423299
956	KPI13	22	0.6327670987930264
957	KPI15	22	0.6666666666666666
