index	id	week	value
492	KPI45	11	0.9612040191753144
493	KPI46	11	283.0
494	KPI49	11	1842.0
495	KPI01	12	0.9574468085106383
496	KPI02	12	0.9705882352941176
497	KPI03	12	0.9508196721311475
498	KPI47	12	0.9375
499	KPI48	12	15001.0
500	KPI04	12	31597.0
501	KPI05	12	19882.0
502	KPI06	12	0.87
503	KPI08	12	0.0
504	KPI09	12	7734.0
505	KPI10	12	0.91
506	KPI11	12	8.0
507	KPI12	12	0.9589770265780985
508	KPI13	12	0.1796644881104184
509	KPI15	12	0.3103448275862069
510	KPI16	12	0.67
511	KPI17	12	3085.0
512	KPI18	12	23349.0
513	KPI19	12	0.73
514	KPI20	12	0.67
515	KPI21	12	0.9863614223088164
516	KPI22	12	1.0
517	KPI25	12	7354.0
518	KPI26	12	32.0
519	KPI27	12	0.9973376548211599
520	KPI28	12	0.985058246544648
521	KPI29	12	99.0
522	KPI30	12	294.0
523	KPI31	12	6264.0
524	KPI32	12	0.9624711180270665
525	KPI33	12	1.2125
526	KPI34	12	0.0
527	KPI35	12	215.0
528	KPI36	12	166.0
529	KPI37	12	1.0
530	KPI38	12	0.186403509
531	KPI39	12	0.99
532	KPI40	12	0.86
533	KPI41	12	1.0
534	KPI42	12	1.0
535	KPI43	12	1.0
536	KPI44	12	62.0
537	KPI45	12	0.9094845131206407
538	KPI46	12	236.0
539	KPI49	12	1190.0
540	KPI01	13	1.0
541	KPI02	13	1.0
542	KPI03	13	0.9861111111111112
543	KPI47	13	1.0
544	KPI48	13	17469.0
545	KPI04	13	44080.0
546	KPI05	13	10452.0
547	KPI06	13	1.44
548	KPI08	13	0.0
549	KPI09	13	9095.0
550	KPI10	13	0.79
551	KPI11	13	9.0
552	KPI12	13	0.995101716237604
553	KPI13	13	0.7919881108766467
554	KPI15	13	0.8571428571428571
555	KPI16	13	0.75
556	KPI17	13	2159.0
557	KPI18	13	23470.0
558	KPI19	13	0.95
559	KPI20	13	0.89
560	KPI21	13	0.972156862745098
561	KPI22	13	0.75
562	KPI25	13	7867.0
563	KPI26	13	3021.0
564	KPI27	13	1.0
565	KPI28	13	0.9858301523876446
566	KPI29	13	132.0
567	KPI30	13	305.0
568	KPI31	13	5500.0
569	KPI32	13	0.9624711180270665
570	KPI33	13	0.4115625
571	KPI34	13	0.0
572	KPI35	13	160.0
573	KPI36	13	124.0
574	KPI37	13	0.9864864864864865
575	KPI38	13	0.251928021
576	KPI39	13	0.9944444444444445
577	KPI40	13	1.0
578	KPI41	13	1.0
579	KPI42	13	0.9274887940270272
580	KPI43	13	1.0
581	KPI44	13	69.0
582	KPI45	13	0.9755868321569358
583	KPI46	13	191.0
584	KPI49	13	1142.0
585	KPI01	14	0.9818181818181818
586	KPI02	14	0.9761904761904762
587	KPI03	14	0.9836065573770492
588	KPI47	14	0.9
589	KPI48	14	39846.0
590	KPI04	14	71285.0
591	KPI05	14	12609.0
592	KPI06	14	0.93
593	KPI08	14	0.0
594	KPI09	14	7992.0
595	KPI10	14	0.57
596	KPI11	14	12.0
597	KPI12	14	0.9918349908162281
598	KPI13	14	0.6953677131979674
599	KPI15	14	0.0
600	KPI16	14	1.27
601	KPI17	14	1024.0
602	KPI18	14	23233.0
603	KPI19	14	0.8
604	KPI20	14	0.93
605	KPI21	14	0.9630620245345587
606	KPI22	14	0.5875
607	KPI25	14	6573.0
608	KPI26	14	915.0
609	KPI27	14	1.0
610	KPI28	14	0.9886696871568941
611	KPI29	14	232.0
612	KPI30	14	305.0
613	KPI31	14	5636.0
614	KPI32	14	0.97
615	KPI33	14	0.655
616	KPI34	14	0.0
617	KPI35	14	125.0
618	KPI36	14	128.0
619	KPI37	14	1.0
620	KPI38	14	0.146567718
621	KPI39	14	0.9935064935064934
622	KPI40	14	0.8333333333333333
623	KPI41	14	1.0
624	KPI42	14	0.9417867687361531
625	KPI43	14	1.0
626	KPI44	14	71.0
627	KPI45	14	0.950179153779742
628	KPI46	14	439.0
629	KPI49	14	2259.0
630	KPI01	15	0.9591836734693877
631	KPI02	15	0.9767441860465116
632	KPI03	15	0.9811320754716981
633	KPI47	15	0.5882352941176471
634	KPI48	15	17792.0
635	KPI04	15	99706.0
636	KPI05	15	27647.0
637	KPI06	15	1.13
638	KPI08	15	0.0
639	KPI09	15	6930.0
640	KPI10	15	0.92
641	KPI11	15	5.0
642	KPI12	15	0.9861448711716091
643	KPI13	15	0.7612162162162163
644	KPI15	15	0.0
645	KPI16	15	0.73
646	KPI17	15	2053.0
647	KPI18	15	18772.0
648	KPI19	15	0.91
649	KPI20	15	1.08
650	KPI21	15	0.9728537449114778
651	KPI22	15	0.95
652	KPI25	15	1846.0
653	KPI26	15	1.0
654	KPI27	15	1.0
655	KPI28	15	0.9873312760747767
656	KPI29	15	171.0
657	KPI30	15	409.0
658	KPI31	15	5636.0
659	KPI32	15	0.9624711180270665
660	KPI33	15	0.5475
661	KPI34	15	1.0
662	KPI35	15	193.0
663	KPI36	15	143.0
664	KPI37	15	0.9863013698630136
665	KPI38	15	0.063209076
666	KPI39	15	0.9833333333333334
667	KPI40	15	0.876360544217687
668	KPI41	15	1.0
669	KPI42	15	0.6084529366798627
670	KPI43	15	1.0
671	KPI44	15	77.0
672	KPI45	15	0.9185328140179408
673	KPI46	15	254.0
674	KPI49	15	3926.0
675	KPI01	16	0.9736842105263158
676	KPI02	16	1.0
677	KPI03	16	1.0
678	KPI47	16	0.9444444444444444
679	KPI48	16	13471.0
680	KPI04	16	109101.0
681	KPI05	16	23156.0
682	KPI06	16	1.07
683	KPI08	16	0.0
684	KPI09	16	6155.0
685	KPI10	16	0.66
686	KPI11	16	6.0
687	KPI12	16	0.9998375304630381
688	KPI13	16	0.9462138446538837
689	KPI15	16	0.8076923076923077
690	KPI16	16	1.34
691	KPI17	16	4644.0
692	KPI18	16	17890.0
693	KPI19	16	0.9
694	KPI20	16	0.99
695	KPI21	16	0.7758341267149844
696	KPI22	16	0.1875
697	KPI25	16	5548.0
698	KPI26	16	283.0
699	KPI27	16	1.0
700	KPI28	16	0.9918731604434348
701	KPI29	16	573.0
702	KPI30	16	505.0
704	KPI32	16	0.95
705	KPI33	16	0.7715625
706	KPI34	16	0.0
707	KPI35	16	238.0
708	KPI36	16	95.0
709	KPI37	16	0.9824561403508771
710	KPI38	16	0.037623762
711	KPI39	16	0.9973333333333333
712	KPI40	16	0.85
713	KPI41	16	1.0
714	KPI42	16	0.7483787049484668
715	KPI43	16	1.0
716	KPI44	16	82.0
717	KPI45	16	0.9596576678488453
718	KPI46	16	203.0
719	KPI49	16	2457.0
720	KPI01	17	0.9787234042553191
721	KPI02	17	1.0
722	KPI03	17	0.9622641509433962
723	KPI47	17	0.9
724	KPI48	17	34853.0
725	KPI04	17	135443.0
726	KPI05	17	24509.0
727	KPI06	17	1.1
728	KPI08	17	0.038280725319006045
729	KPI09	17	8742.0
730	KPI10	17	1.24
731	KPI11	17	5.0
732	KPI12	17	0.9964964964964965
733	KPI13	17	0.8009794073329984
734	KPI15	17	0.8285714285714286
735	KPI16	17	1.13
736	KPI17	17	4117.0
737	KPI18	17	17760.0
738	KPI19	17	1.2
739	KPI20	17	0.9
740	KPI21	17	0.9429562294820016
741	KPI22	17	1.0
742	KPI25	17	7727.0
743	KPI26	17	1389.0
744	KPI27	17	1.0
745	KPI28	17	0.9933251114002404
746	KPI29	17	231.0
747	KPI30	17	505.0
749	KPI32	17	0.9807339003922936
750	KPI33	17	1.6503125
751	KPI34	17	0.0
752	KPI35	17	182.0
753	KPI36	17	134.0
754	KPI37	17	0.9629629629629629
755	KPI38	17	0.077030812
756	KPI39	17	0.990751879699248
757	KPI40	17	1.0
758	KPI41	17	1.0
759	KPI42	17	0.719272528594143
760	KPI43	17	1.0
761	KPI44	17	80.0
762	KPI45	17	0.9504814597787723
763	KPI46	17	160.0
764	KPI49	17	2123.0
765	KPI01	18	0.9714285714285714
766	KPI02	18	0.9
767	KPI03	18	0.9318181818181818
768	KPI47	18	1.0
769	KPI48	18	13191.0
770	KPI04	18	75866.0
771	KPI05	18	24729.0
